,Unnamed: 0,location,dates,license,description,tags,views,comments,text_final
6620,3088,"Ypsilanti, Michigan, USA",2022-03-12 12:27:15,1.0,"['photos', 'from', 'the', 'rehearsal', 'performance', 'of', 'the', 'ann', 'arbor', 'dance', 'classics', 'benefit', 'show', 'at', 'the', 'saline', 'high', 'school', 'on', 'saturday', 'march', '12th', ',', '2022', '(', 'for', 'the', 'performance', 'on', 'sunday', 'the', '13th', ')', '.', 'the', 'show', 'was', 'called', '&', 'quot', ';', 'her', 'voice', '&', 'quot', ';', '-', 'the', '2022', 'benefit', 'concert', 'and', 'competition', 'showcase', 'to', 'benefit', 'growing', 'hope', '.', 'the', 'show', 'also', 'featured', 'a', 'performance', 'from', 'the', 'university', 'of', 'michigan', 'first-year', 'dance', 'company', '.', 'the', 'studio', 'took', 'all', 'the', 'safety', 'precautions', 'for', 'the', 'pandemic', '.', 'all', 'dancers', 'and', 'teachers', 'wore', 'face', 'masks', '.']","['Ann Arbor Dance Classics', 'Ann Arbor', 'Saline', 'Michigan', 'Dance', 'Dance Recital', 'AADCBenefit2022', 'Dance Studios', 'Saline High School', 'Dancers', 'Students', 'AADCBenefitShow2022', 'Performance', 'Dancing', 'Benefit Concert', 'AADCBenefit03122022', 'Panemic', 'COVID-19', 'PandemicPerformance', 'AADCPandemicPerformance', 'Face Masks', 'Masks']",148.0,0.0,"['photo', 'rehearsal', 'performance', 'ann', 'arbor', 'dance', 'classic', 'benefit', 'show', 'saline', 'high', 'school', 'saturday', 'march', 'performance', 'sunday', 'show', 'call', 'quot', 'voice', 'quot', 'benefit', 'concert', 'competition', 'showcase', 'benefit', 'grow', 'hope', 'show', 'also', 'feature', 'performance', 'university', 'michigan', 'dance', 'company', 'studio', 'take', 'safety', 'precaution', 'pandemic', 'dancer', 'teacher', 'wear', 'face', 'mask']"
6624,3092,"Adelaide, South Australia, Australia",2022-03-17 22:56:38,1.0,[],"['adelaide', 'australia', 'australian', 'south australia', 'night', 'fringe festival', 'march', '2022', '2020s', 'thursday', '17th', 'gluttony']",292.0,0.0,[]
6653,3121,"West Sussex, United Kingdom",2022-03-20 15:57:01,1.0,"['20', 'mar', '22', '-', 'farnham', ',', 'surrey', ',', 'england', ',', 'uk', '.', 'rugby', '.', 'nc3', 'south', 'east', '(', 'south', ')', 'division', '.', 'farnham', 'rfc', 'falcons', 'ii', 'v', 'crawley', 'ladies', '.', 'win', 'for', 'crawley', '24-5', '.']","['Crawley', 'West Sussex', 'Sussex', 'England', 'UK', 'Crawley RFC', 'Crawley Rugby Club', 'Crawley Rugby', 'Crawley Rugby Football Club', 'Ladies', 'Willoughby Fields', 'Willoughby', 'Farnham', 'RFC', 'Falcons', 'Surrey', 'Surrey Rugby', 'D5', 'English Rugby', ""England Women's Rugby"", 'Outdoor Sport', 'Outdoors', 'Rugby', 'Rugby Union', 'Rugby Football', 'Rugby Football Union', 'Rugby 15s', 'Team Sport', 'Team', ""Women's Rugby"", 'Women', ""Women's Team Sport"", 'XV']",158.0,0.0,"['mar', 'farnham', 'surrey', 'england', 'uk', 'rugby', 'south', 'east', 'south', 'division', 'farnham', 'rfc', 'falcon', 'ii', 'v', 'crawley', 'lady', 'win', 'crawley']"
6658,3126,"Geneva, Switzerland",2022-05-25 14:32:04,1.0,"['henrik', 'andersen', ',', 'chief', 'executive', 'officer', ',', 'vestas', ',', 'denmark', 'hage', 'g.', 'geingob', ',', 'president', 'of', 'the', 'republic', 'of', 'namibia', 'teresa', 'ribera', ',', 'deputy', 'prime', 'minister', 'and', 'minister', 'for', 'the', 'ecological', 'transition', 'of', 'spain', 'sumant', 'sinha', ',', 'chairman', 'and', 'chief', 'executive', 'officer', ',', 'renew', 'power', ',', 'india', 'steve', 'sedgwick', ',', 'anchor', ',', 'cnbc', ',', 'united', 'kingdom', 'speaking', 'during', 'the', 'session', ':', 'clean', 'energy', 'superpowers', 'at', 'the', 'annual', 'meeting', '2022', 'of', 'the', 'world', 'economic', 'forum', 'in', 'davos', ',', 'congress', 'centre', '-', 'aspen', '2', ',', '25', 'may', ',', 'copyright', 'by', 'world', 'economic', 'forum', '/', 'walter', 'duerst']","['2022', 'AM2022', 'Accelerate', 'Annual Meeting 2022', 'Aspen 2', 'COVID-19', 'Congress Centre', 'Davos-Klosters', 'Davos22', 'Global Collaboration Village', 'Government Policies and Business Strategies', 'Session ID: a0W68000003kqOR', 'Session ID: a0W68000003kqOT Stakeholder', 'Stakeholder', 'Stakeholder Capitalism', 'Stakeholder Dialogue', 'Sustainable', 'WEF', 'WEF2022', 'WEF22', 'World Economic Forum', 'climate', 'davos', 'food', 'nature', 'switzerland', 'the Fourth Industrial Revolution 2022 AM2022 Accelerate Annual Meeting 2022 Aspen 2 COVID-19 Congress Centre Davos-Klosters Davos22 Global Collaboration Village Government Policies and Business Strategies Session ID: a0W68000003kqOR Session ID: a0W6800000']",1098.0,0.0,"['henrik', 'andersen', 'chief', 'executive', 'officer', 'vesta', 'denmark', 'hage', 'geingob', 'president', 'republic', 'namibia', 'teresa', 'ribera', 'deputy', 'prime', 'minister', 'minister', 'ecological', 'transition', 'spain', 'sumant', 'sinha', 'chairman', 'chief', 'executive', 'officer', 'renew', 'power', 'india', 'steve', 'sedgwick', 'anchor', 'cnbc', 'united', 'kingdom', 'speaking', 'session', 'clean', 'energy', 'superpower', 'annual', 'meeting', 'world', 'economic', 'forum', 'davos', 'congress', 'centre', 'aspen', 'may', 'copyright', 'world', 'economic', 'forum', 'walter', 'duerst']"
6661,3129,"Geneva, Switzerland",2022-05-25 11:46:58,1.0,"['petra', 'de', 'sutter', ',', 'deputy', 'prime', 'minister', 'and', 'minister', 'katherine', 'bell', ',', 'editor-in-chief', ',', 'quartz', 'media', ',', 'usa', 'speaking', 'in', 'the', 'the', 'diversity', ',', 'equity', 'and', 'inclusion', 'outlook', 'session', 'at', 'the', 'world', 'economic', 'forum', 'annual', 'meeting', '2022', 'in', 'davos-klosters', ',', 'switzerland', ',', '25', 'may', '.', 'congress', 'centre', '-', 'ignite', '.', 'world', 'economic', 'forum/manuel', 'lopez']","['2022', 'AM2022', 'Annual Meeting 2022', 'COVID-19', 'Congress Centre', 'Davos', 'Davos-Klosters', 'Davos22', 'Equity and Inclusion Outlook', 'Global Collaboration Village', 'Government Policies and Business Strategies', 'History at a Turning Point', 'Ignite', 'Open Forum', 'Stakeholder', 'Stakeholder Capitalism', 'Stakeholder Dialogue', 'Sustainable', 'Switzerland', 'The Diversity', 'WEF', 'WEF2022', 'WEF22', 'World Economic Forum', 'a0W68000003edtQ', 'climate', 'food', 'nature']",914.0,0.0,"['petra', 'de', 'sutter', 'deputy', 'prime', 'minister', 'minister', 'katherine', 'bell', 'quartz', 'medium', 'usa', 'speaking', 'diversity', 'equity', 'inclusion', 'outlook', 'session', 'world', 'economic', 'forum', 'annual', 'meeting', 'switzerland', 'may', 'congress', 'centre', 'ignite', 'world', 'economic', 'lopez']"
6663,3131,"Geneva, Switzerland",2022-05-24 12:01:10,1.0,"['participants', 'in', 'the', 'india', 'at', '75', ':', 'strategic', 'outlook', 'session', 'at', 'the', 'world', 'economic', 'forum', 'annual', 'meeting', '2022', 'in', 'davos-klosters', ',', 'switzerland', ',', '24', 'may', '.', 'congress', 'center', '-', 'aspen2', '.', 'copyright', ':', 'world', 'economic', 'forum/ciaran', 'mccrickard']","['2022', 'AM2022', 'Annual Meeting 2022', 'COVID-19', 'Congress Centre', 'Davos', 'Davos-Klosters', 'Davos22', 'Global Collaboration Village', 'Government Policies and Business Strategies', 'History at a Turning Point', 'Open Forum', 'Stakeholder', 'Stakeholder Capitalism', 'Stakeholder Dialogue', 'Sustainable', 'Switzerland', 'WEF', 'WEF2022', 'WEF22', 'World Economic Forum', 'climate', 'food', 'nature']",832.0,0.0,"['participant', 'india', 'strategic', 'outlook', 'session', 'world', 'economic', 'forum', 'annual', 'meeting', 'switzerland', 'may', 'congress', 'center', 'copyright', 'world', 'economic', 'mccrickard']"
6668,3136,"Geneva, Switzerland",2022-05-23 18:54:29,1.0,"['participants', 'in', 'the', 'a', 'wake-up', 'call', 'from', 'nature', 'session', 'at', 'the', 'world', 'economic', 'forum', 'annual', 'meeting', '2022', 'in', 'davos-klosters', ',', 'switzerland', ',', '23', 'may', '.', 'turnhalle', 'tobelmühle', '-', 'open', 'forum', '.', 'copyright', ':', 'world', 'economic', 'forum/ciaran', 'mccrickard']","['2022', 'AM2022', 'Annual Meeting 2022', 'COVID-19', 'Congress Centre', 'Davos', 'Davos-Klosters', 'Davos22', 'Global Collaboration Village', 'Government Policies and Business Strategies', 'History at a Turning Point', 'Open Forum', 'Stakeholder', 'Stakeholder Capitalism', 'Stakeholder Dialogue', 'Sustainable', 'Switzerland', 'WEF', 'WEF2022', 'WEF22', 'World Economic Forum', 'climate', 'food', 'nature']",917.0,0.0,"['participant', 'call', 'nature', 'session', 'world', 'economic', 'forum', 'annual', 'meeting', 'switzerland', 'may', 'turnhalle', 'tobelmühle', 'open', 'forum', 'copyright', 'world', 'economic', 'mccrickard']"
6692,3160,"Ipswich, UK",2022-05-13 00:00:57,1.0,"['<', 'a', 'href=', ""''"", 'https', ':', '//www.geofftate.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'geoff', 'tate', '<', '/a', '>', 'playing', 'all', 'of', 'rage', 'for', 'order', 'plus', 'all', 'of', 'empire', '.', 'it', 'was', 'postponed', '4', 'times', 'but', 'finally', 'happened', 'at', 'the', 'robin', '2', 'bilston', ',', '2022-05-12', '.']","['The Robin2 Bilston', 'Geoff Tate', 'Rage For Order', 'Empire']",11.0,0.0,"['http', 'noreferrer', 'nofollow', 'geoff', 'tate', 'play', 'rage', 'order', 'plus', 'empire', 'postpone', 'time', 'finally', 'happen', 'robin', 'bilston']"
6710,3178,"Malaga, Spain",2022-05-12 14:10:26,1.0,"['la', 'viñuela', 'to', 'canillas', 'de', 'aceituno']","['Active Andalus', 'Walking Holidays', 'Great Malaga Path Challenge', 'GR 249', 'Gran Senda de Malaga', 'Andalucia', 'Malaga']",18.0,0.0,"['la', 'viñuela', 'canillas', 'de', 'aceituno']"
6711,3179,"Ypsilanti, Michigan, USA",2022-05-11 15:18:35,1.0,"['the', 'faculty', 'and', 'staff', 'awards', 'at', 'the', 'ross', 'school', 'of', 'business', 'at', 'the', 'university', 'of', 'michigan', 'on', 'wednesday', 'may', '11th', ',', '2022', '.']","['2022 Faculty and Staff Recognition Award Ceremony', 'Staff Recognition Award Ceremony', 'Recognition Award Ceremony', 'Staff Awards', 'Awards', 'Staff', 'Ross School of Business', 'University of Michigan', 'University', 'University Staff', 'RossUM2022', 'RossAwards2022', 'Faculty', 'Ross Way', 'Faculty Awards', 'Business School Staff', 'Business School Faculty', 'Business School', 'Michigan Ross', 'A Celebration of Excellence', 'Celebration of Excellence']",51.0,0.0,"['faculty', 'staff', 'award', 'ross', 'school', 'business', 'university', 'michigan', 'wednesday', 'may']"
6718,3186,Swansea,2022-05-07 11:05:03,1.0,"['moving', 'north']","['Pont', 'Marteg']",44.0,0.0,"['move', 'north']"
6728,3196,"Levant, United States",2015-06-20 18:45:36,1.0,[],"['2015', 'Beggars', 'RhoRho', 'SigmaChi', 'Forks']",24.0,0.0,[]
6743,3211,Deutschland,2022-03-27 10:56:11,1.0,['rhdr'],[],34.0,0.0,['rhdr']
6744,3212,Deutschland,2022-03-27 09:54:25,1.0,['rhdr'],[],56.0,0.0,['rhdr']
6745,3213,"MADRID, ESPAÑA",2022-04-25 11:10:28,1.0,"['exposición', '“', 'guillermo', 'mora', '.', 'un', 'puente', 'donde', 'quedarse', '”', 'sala', 'alcalá', '31', '28', 'abril', '-', '24', 'julio', '2022', 'comisaria', ':', 'pía', 'ogea', 'fotografías', ':', 'cortesía', 'del', 'artista', '☆', 'recursos', 'digitales', '☆', 'folleto', 'informativo', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//bit.ly/3wvp0zg', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'bit.ly/3wvp0zg', '<', '/a', '>', 'hoja', 'de', 'sala', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.comunidad.madrid/sites/default/files/aud/cultura/exposicion_guillermo_mora._hoja_de_sala.alcala_31.pdf', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.comunidad.madrid/sites/default/files/aud/cultura/expo', '...', '<', '/a', '>', 'vídeo', 'de', 'la', 'exposición', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//youtu.be/ozor5r9_i4w', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'youtu.be/ozor5r9_i4w', '<', '/a', '>', 'visita', 'virtual', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//tourmake.it/es/tour/c211dbc32eb3882d1d95561334df2b17', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'tourmake.it/es/tour/c211dbc32eb3882d1d95561334df2b17', '<', '/a', '>', '☆', 'conéctate', '☆', 'instagram', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.instagram.com/culturacmadrid/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.instagram.com/culturacmadrid/', '<', '/a', '>', 'twitter', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//twitter.com/culturacmadrid', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'twitter.com/culturacmadrid', '<', '/a', '>', 'flickr', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.flickr.com/photos/espaciosparaelarte/', ""''"", '>', 'www.flickr.com/photos/espaciosparaelarte/', '<', '/a', '>', 'facebook', ':', '<', 'a', 'href=', ""''"", 'https', ':', '//www.facebook.com/culturacomunidadmadrid', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.facebook.com/culturacomunidadmadrid', '<', '/a', '>', 'web', ':', '<', 'a', 'href=', ""''"", 'http', ':', '//www.comunidad.madrid/cultura/oferta-cultural-ocio', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.comunidad.madrid/cultura/oferta-cultural-ocio', '<', '/a', '>', '☆', 'correo', 'electrónico☆', 'museosexposiciones', '@', 'madrid.org', '☆', 'inscríbete', 'en', 'nuestro', 'boletín', 'digital', '☆', '<', 'a', 'href=', ""''"", 'https', ':', '//forms.gle/ckxsuxarntnatfdc9', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'forms.gle/ckxsuxarntnatfdc9', '<', '/a', '>', '☆', 'catálogo☆', 'próximamente', 'la', 'sala', 'alcalá', '31', 'presenta', 'la', 'exposición', '“', 'un', 'puente', 'donde', 'quedarse', '”', 'en', 'la', 'que', 'el', 'artista', 'guillermo', 'mora', 'dialoga', 'con', 'la', 'arquitectura', 'de', 'la', 'sala', 'e', 'incide', 'sobre', 'cómo', 'se', 'percibe', 'y', 'transita', 'este', 'espacio', '.', 'una', 'puesta', 'en', 'cuestión', 'de', 'las', 'jerarquías', 'y', 'los', 'órdenes', 'preestablecidos', 'que', 'conduce', 'hacia', 'nuevas', 'vías', 'de', 'transitar', ',', 'mirar', 'y', 'experimentar', 'el', 'espacio', 'y', 'la', 'pintura', '.', 'en', 'esta', 'exposición', ',', 'el', 'espectador', 'podrá', 'transitar', 'una', 'gran', 'instalación', 'que', 'se', 'nutre', 'de', 'la', 'arquitectura', 'de', 'la', 'sala', 'alcalá', '31', 'y', 'que', 'abarca', 'todo', 'el', 'espacio', '.', 'una', 'obra', ',', 'realizada', 'específicamente', 'para', 'la', 'muestra', ',', 'que', 'está', 'formada', 'por', '12', 'módulos', 'que', 'cruzan', 'el', 'espacio', 'de', 'izquierda', 'a', 'derecha', 'y', 'de', 'arriba', 'abajo', ',', 'redirigiendo', 'la', 'mirada', 'del', 'espectador', '.', 'esta', 'instalación', ',', 'que', 'modifica', 'el', 'recorrido', 'lineal', 'de', 'la', 'sala', 'con', 'un', 'movimiento', 'en', 'zig-zag', ',', 'favorece', 'la', 'idea', 'de', 'pintura', 'como', 'barrera', 'física', ',', 'uno', 'de', 'los', 'temas', 'en', 'los', 'que', 'guillermo', 'mora', 'persigue', 'dentro', 'de', 'su', 'producción', 'artística', '.', 'la', 'relación', 'de', 'esta', 'instalación', 'con', 'el', 'resto', 'de', 'piezas', 'que', 'incluye', 'la', 'exposición', 'establece', 'un', 'juego', 'evidente', 'entre', 'lo', 'macro', 'y', 'lo', 'micro', ',', 'entre', 'lo', 'expansivo', 'y', 'lo', 'reducido', '.', 'por', 'ello', ',', '“', 'un', 'puente', 'donde', 'quedarse', '”', 'pone', 'en', 'cuestión', 'los', 'límites', 'tradicionales', 'de', 'la', 'pintura', ':', 'bidimensionalidad', ',', 'frontalidad', ',', 'representación', ',', 'marco', 'y', 'pared', ',', 'abordando', 'al', 'mismo', 'tiempo', 'otras', 'cuestiones', 'que', 'trascienden', 'los', 'pictórico', 'e', 'insinúan', 'otras', 'formas', 'de', 'existir', '.']","['arte', 'Arte Contemporáneo', 'guillermo mora', 'color', 'pintura', 'Exposición', 'puente', 'Sala Alcalá 31', 'Comunidad de Madrid', 'Exposiciones', 'Exposicion', 'expo', 'Instalación', 'cultura', 'gama cromática']",391.0,0.0,"['exposición', 'guillermo', 'mora', 'un', 'puente', 'donde', 'quedarse', 'sala', 'alcalá', 'abril', 'julio', 'comisaria', 'pía', 'ogea', 'fotografías', 'cortesía', 'del', 'artista', 'recursos', 'digitales', 'folleto', 'informativo', 'http', 'noreferrer', 'nofollow', 'hoja', 'de', 'sala', 'http', 'noreferrer', 'nofollow', 'vídeo', 'de', 'la', 'exposición', 'http', 'noreferrer', 'nofollow', 'visita', 'virtual', 'http', 'noreferrer', 'nofollow', 'conéctate', 'instagram', 'http', 'noreferrer', 'nofollow', 'twitter', 'http', 'noreferrer', 'nofollow', 'flickr', 'http', 'facebook', 'http', 'noreferrer', 'nofollow', 'web', 'http', 'noreferrer', 'nofollow', 'correo', 'museosexposiciones', 'inscríbete', 'en', 'nuestro', 'boletín', 'digital', 'http', 'noreferrer', 'nofollow', 'próximamente', 'la', 'sala', 'alcalá', 'presenta', 'la', 'exposición', 'un', 'puente', 'donde', 'quedarse', 'en', 'la', 'que', 'el', 'artista', 'guillermo', 'mora', 'dialoga', 'con', 'la', 'arquitectura', 'de', 'la', 'sala', 'e', 'incide', 'sobre', 'cómo', 'se', 'percibe', 'transita', 'este', 'espacio', 'una', 'puesta', 'en', 'cuestión', 'de', 'la', 'jerarquías', 'los', 'órdenes', 'preestablecidos', 'que', 'conduce', 'hacia', 'nuevas', 'vías', 'de', 'transitar', 'mirar', 'experimentar', 'el', 'espacio', 'la', 'pintura', 'en', 'esta', 'exposición', 'el', 'espectador', 'podrá', 'transitar', 'una', 'gran', 'instalación', 'que', 'se', 'nutre', 'de', 'la', 'arquitectura', 'de', 'la', 'sala', 'alcalá', 'que', 'abarca', 'todo', 'el', 'espacio', 'una', 'obra', 'realizada', 'específicamente', 'para', 'la', 'muestra', 'que', 'está', 'formada', 'por', 'módulos', 'que', 'cruzan', 'el', 'espacio', 'de', 'izquierda', 'derecha', 'de', 'arriba', 'abajo', 'redirigiendo', 'la', 'mirada', 'del', 'espectador', 'esta', 'instalación', 'que', 'modifica', 'el', 'recorrido', 'lineal', 'de', 'la', 'sala', 'con', 'un', 'movimiento', 'en', 'favorece', 'la', 'idea', 'de', 'pintura', 'como', 'barrera', 'física', 'uno', 'de', 'los', 'temas', 'en', 'los', 'que', 'guillermo', 'mora', 'persigue', 'dentro', 'de', 'su', 'producción', 'artística', 'la', 'relación', 'de', 'esta', 'instalación', 'con', 'el', 'resto', 'de', 'piezas', 'que', 'incluye', 'la', 'exposición', 'establece', 'un', 'juego', 'evidente', 'entre', 'lo', 'macro', 'lo', 'micro', 'entre', 'lo', 'expansivo', 'lo', 'reducido', 'por', 'ello', 'un', 'puente', 'donde', 'quedarse', 'pone', 'en', 'cuestión', 'los', 'límites', 'tradicionales', 'de', 'la', 'pintura', 'bidimensionalidad', 'frontalidad', 'representación', 'marco', 'par', 'abordando', 'al', 'mismo', 'tiempo', 'otras', 'cuestiones', 'que', 'trascienden', 'los', 'pictórico', 'e', 'insinúan', 'otras', 'formas', 'de', 'existir']"
6747,3215,"Hsinchu, Taiwan",2022-05-02 20:09:04,1.0,"['<', 'a', 'href=', ""''"", 'https', ':', '//classroomscreen.com/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'classroomscreen.com/', '<', '/a', '>']",[],72.0,0.0,"['http', 'noreferrer', 'nofollow']"
6749,3217,"Eugene, Oregon, USA",2022-05-01 08:29:04,1.0,"['eugene', ',', 'oregon', 'very', 'early', 'leaf', 'growth', 'with', 'a', 'few', 'visitors', 'olympus', 'e-m1.3', 'olympus', '12-100mm', 'f:4']","['12-100mm', 'Olympus 12-100mm', 'E-M1 MkIII', 'Olympus E-M1 MkIII', 'flora', 'Oregon Flora', 'Micro Four/Thirds', 'Micro 4/3', 'mirrorless', 'M4/3', 'MFT', 'Eugene', 'Oregon', 'vine maple', 'maple']",549.0,0.0,"['eugene', 'oregon', 'early', 'leaf', 'growth', 'visitor', 'olympus', 'olympus']"
6768,3236,"Issaquah, WA, USA",2022-04-30 14:26:44,1.0,"['in', 'a', 'shallow', 'pond', 'near', 'quincy', ',', 'california', '.']","['sandhill crane', 'crane', 'bird', 'nest', 'chick', 'Quincy', 'California']",160.0,1.0,"['shallow', 'pond', 'near', 'quincy', 'california']"
6771,3239,"Somewhere on the time coast, Earth",2022-06-24 18:46:41,1.0,['dsc_8824n'],"['vies de famille', 'Saint-Sorlin en Valloire', 'Drôme', 'Drôme des Collines', 'Vallée de Bièvre-Valloire', 'Auvergne Rhône-Alpes', 'FRANCE', 'famille', 'Aaron', 'Silas', 'Manjù', 'Anniversaire Callen', 'fête scolaire', 'Luminar NEO', 'Luminar AI', 'Skylum', 'Nikon', 'D700', 'D60', 'Pascal REY Photographies', 'Pascal REY', 'rurale Pascal', 'PHOTOGRAPHY Pascal']",396.0,0.0,[]
6772,3240,"Santiago, Chile",2022-06-24 15:53:01,1.0,"['celebración', 'año', 'nuevo', 'mapuche', 'con', 'los', 'más', 'pequeños']",[],84.0,0.0,"['celebración', 'año', 'nuevo', 'mapuche', 'con', 'los', 'más', 'pequeños']"
6773,3241,Russia,2022-06-24 11:06:45,1.0,"['24', 'июня', '2022', 'года', '.', 'заседание', 'совета', 'по', 'вопросам', 'жилищного', 'строительства', 'и', 'содействия', 'развития', 'жкх', 'при', 'сф']",[],50.0,0.0,"['июня', 'года', 'заседание', 'совета', 'по', 'вопросам', 'жилищного', 'строительства', 'и', 'развития', 'жкх', 'при', 'сф']"
6780,3248,"Alternando entre Chiloé y Menorca, Chile",2021-11-15 19:18:26,1.0,"['españa', ',', 'noviembre', '2021']","['España', 'Caleruega', 'Pueblosdeespaña', 'Pueblo', 'arianna rosso', 'ariannarossofoto.com', 'Www.ariannarossofoto.com', 'Canon', 'Canoneosm50', 'M50']",490.0,0.0,"['españa', 'noviembre']"
6787,3255,Perú ,2022-06-14 11:41:06,1.0,"['inicio', 'del', 'wtt', 'contender', 'lima', 'de', 'tenis', 'de', 'mesa', 'en', 'el', 'polideportivo', '3', 'de', 'legado', 'videna', '.']",[],61.0,0.0,"['inicio', 'del', 'wtt', 'contender', 'lima', 'de', 'tenis', 'de', 'mesa', 'en', 'el', 'polideportivo', 'de', 'legado', 'videna']"
